,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
76,35943256,Developmental changes in colour constancy in a naturalistic object selection task,"Wedge-Roberts R, Aston S, Beierholm U, Kentridge R, Hurlbert A, Nardini M, Olkkonen M.",Dev Sci. 2023 Mar;26(2):e13306. doi: 10.1111/desc.13306. Epub 2022 Aug 21.,Wedge-Roberts R,Dev Sci,2023,2022/08/09,,,10.1111/desc.13306
77,34725858,Expanding the palette of pediatric playthings: A call to action for pediatric dermatologists,"Lee MS, Linggonegoro DW, Huang JT, Nambudiri VE.",Pediatr Dermatol. 2021 Nov;38(6):1601-1603. doi: 10.1111/pde.14848. Epub 2021 Nov 1.,Lee MS,Pediatr Dermatol,2021,2021/11/02,,,10.1111/pde.14848
78,37952928,Effectiveness of intermittent iron and high-dose vitamin A supplementation on cognitive development of school children in southern Ethiopia: a randomized placebo-controlled trial,"Gutema BT, Levecke B, Sorrie MB, Megersa ND, Zewdie TH, Yesera GE, De Henauw S, Abubakar A, Abbeddou S.",Am J Clin Nutr. 2024 Feb;119(2):470-484. doi: 10.1016/j.ajcnut.2023.11.005. Epub 2023 Nov 11.,Gutema BT,Am J Clin Nutr,2024,2023/11/12,,,10.1016/j.ajcnut.2023.11.005
79,16500537,Modern pediatric ultrasound: potential applications and clinical significance. A review,Riccabona M.,Clin Imaging. 2006 Mar-Apr;30(2):77-86. doi: 10.1016/j.clinimag.2005.11.001.,Riccabona M,Clin Imaging,2006,2006/02/28,,,10.1016/j.clinimag.2005.11.001
80,33295504,Adolescence in public health - revisiting 25 years of publications,"Assis SG, Avanci JQ, Serpeloni F.",Cien Saude Colet. 2020 Dec;25(12):4831-4842. doi: 10.1590/1413-812320202512.18322020. Epub 2020 Jun 5.,Assis SG,Cien Saude Colet,2020,2020/12/09,,,10.1590/1413-812320202512.18322020
81,26058641,School Nurse Matters,Hopkins C.,Nurs Stand. 2015 Jun 10;29(41):31. doi: 10.7748/ns.29.41.31.s33.,Hopkins C,Nurs Stand,2015,2015/06/11,,,10.7748/ns.29.41.31.s33
82,12706327,Color atlas: eczema,"Rudikoff D, Akhavan A, Cohen SR.",Clin Dermatol. 2003 Mar-Apr;21(2):101-8. doi: 10.1016/s0738-081x(02)00359-0.,Rudikoff D,Clin Dermatol,2003,2003/04/23,,,10.1016/s0738-081x(02)00359-0
83,14187151,LEBER'S DISEASE IN THE NETHERLANDS,VANSENUS AH.,Doc Ophthalmol. 1963;17:1-162. doi: 10.1007/BF00573524.,VANSENUS AH,Doc Ophthalmol,1963,1963/01/01,,,10.1007/BF00573524
84,32341129,"Eggs, sugar, grated bones: colour-based food preferences in autism, eating disorders, and beyond",Strand M.,Med Humanit. 2021 Mar;47(1):87-94. doi: 10.1136/medhum-2019-011811. Epub 2020 Apr 27.,Strand M,Med Humanit,2021,2020/04/29,PMC7907582,,10.1136/medhum-2019-011811
85,31562252,Accuracy of Autism Screening in a Large Pediatric Network,"Guthrie W, Wallis K, Bennett A, Brooks E, Dudley J, Gerdes M, Pandey J, Levy SE, Schultz RT, Miller JS.",Pediatrics. 2019 Oct;144(4):e20183963. doi: 10.1542/peds.2018-3963.,Guthrie W,Pediatrics,2019,2019/09/29,,,10.1542/peds.2018-3963
86,32628164,Evaluation of Color Difference in Placenta with Twin Anemia Polycythemia Sequence,"Zhao D, Tollenaar LSA, Slaghekke F, Oepkes D, Duan T, Lopriore E.",J Vis Exp. 2020 Jun 17;(160). doi: 10.3791/61312.,Zhao D,J Vis Exp,2020,2020/07/07,,,10.3791/61312
87,30872273,Tobacco industry involvement in children's sugary drinks market,"Nguyen KH, Glantz SA, Palmer CN, Schmidt LA.",BMJ. 2019 Mar 14;364:l736. doi: 10.1136/bmj.l736.,Nguyen KH,BMJ,2019,2019/03/16,PMC6890456,,10.1136/bmj.l736
88,38463160,Honoring our teachings: children's storybooks as indigenous public health practice,"Maudrie TL, Grubin F, Conrad M, Velasquez Baez J, Saniguq Ullrich J, Allison-Burbank J, Martin L, Austin C, Joyner J, Ronyak M, Masten K, Ingalls A, Haroz EE, O'Keefe VM.",Front Public Health. 2024 Feb 23;12:1354761. doi: 10.3389/fpubh.2024.1354761. eCollection 2024.,Maudrie TL,Front Public Health,2024,2024/03/11,PMC10924303,,10.3389/fpubh.2024.1354761
89,39160874,Stimulus Color Wavelength Influences Performance in a Virtual Reality Go/No-Go Task,"Martinez C, Ledesma LM, Chinn LK, Grigorenko EL.",Mil Med. 2024 Aug 19;189(Suppl 3):652-658. doi: 10.1093/milmed/usae212.,Martinez C,Mil Med,2024,2024/08/20,,,10.1093/milmed/usae212
90,32831181,Beneficial Features of a mHealth Asthma App for Children and Caregivers: Qualitative Study,"Iio M, Miyaji Y, Yamamoto-Hanada K, Narita M, Nagata M, Ohya Y.",JMIR Mhealth Uhealth. 2020 Aug 24;8(8):e18506. doi: 10.2196/18506.,Iio M,JMIR Mhealth Uhealth,2020,2020/08/25,PMC7477670,,10.2196/18506
91,37009657,Identifying factors that shape whether digital food marketing appeals to children,"Valderrama CE, Olstad DL, Lee YY, Lee J.",Public Health Nutr. 2023 Jun;26(6):1125-1142. doi: 10.1017/S1368980023000642. Epub 2023 Apr 3.,Valderrama CE,Public Health Nutr,2023,2023/04/03,PMC10346072,,10.1017/S1368980023000642
92,35614029,"Development, preliminary validation and reliability of the colourful 'My Feelings Form' self-report for young children","Mulligan A, Sresthaporn N, Mulroy S, Rudd T, Coffey A, Joyce M, Gadancheva V, Glancy C.",Child Adolesc Ment Health. 2023 May;28(2):299-306. doi: 10.1111/camh.12566. Epub 2022 May 25.,Mulligan A,Child Adolesc Ment Health,2023,2022/05/25,,,10.1111/camh.12566
93,30558463,[Lino Castle - An interior design concept to improve inpatient treatment in child and adolescent psychiatry],"Wöckel L, Rung D, Bachmann S, Dietschi H, Wild D.",Z Kinder Jugendpsychiatr Psychother. 2019 Jan;47(1):19-26. doi: 10.1024/1422-4917/a000641. Epub 2018 Dec 18.,Wöckel L,Z Kinder Jugendpsychiatr Psychother,2019,2018/12/19,,,10.1024/1422-4917/a000641
94,34889792,"Spectacle design preferences among school children in Enugu State, Nigeria","Aghaji AE, Udeh NN, Okoye OI, Oguego NC, Okoye O, Maduka-Okafor FC, Umeh CA, Ezegwui IR, Nwobi EA, Onwasigwe EN, Umeh RE.",Niger J Clin Pract. 2021 Dec;24(12):1828-1834. doi: 10.4103/njcp.njcp_521_20.,Aghaji AE,Niger J Clin Pract,2021,2021/12/10,,,10.4103/njcp.njcp_521_20
95,15665179,Can you age bruises accurately in children? A systematic review,"Maguire S, Mann MK, Sibert J, Kemp A.",Arch Dis Child. 2005 Feb;90(2):187-9. doi: 10.1136/adc.2003.044073.,Maguire S,Arch Dis Child,2005,2005/01/25,PMC1720275,,10.1136/adc.2003.044073
96,14185623,SUBCUTANEOUS PHYCOMYCOSIS,MUKERJI S.,Br Med J. 1964 Oct 17;2(5415):1009-10. doi: 10.1136/bmj.2.5415.1009-b.,MUKERJI S,Br Med J,1964,1964/10/17,PMC1816608,,10.1136/bmj.2.5415.1009-b
97,32024828,Pre-processing visualization of hyperspectral fluorescent data with Spectrally Encoded Enhanced Representations,"Shi W, Koo DES, Kitano M, Chiang HJ, Trinh LA, Turcatel G, Steventon B, Arnesano C, Warburton D, Fraser SE, Cutrale F.",Nat Commun. 2020 Feb 5;11(1):726. doi: 10.1038/s41467-020-14486-8.,Shi W,Nat Commun,2020,2020/02/07,PMC7002680,,10.1038/s41467-020-14486-8
98,31874579,Particle and organic vapor emissions from children's 3-D pen and 3-D printer toys,"Yi J, Duling MG, Bowers LN, Knepp AK, LeBouf RF, Nurkiewicz TR, Ranpara A, Luxton T, Martin SB Jr, Burns DA, Peloquin DM, Baumann EJ, Virji MA, Stefaniak AB.",Inhal Toxicol. 2019 Nov-Dec;31(13-14):432-445. doi: 10.1080/08958378.2019.1705441. Epub 2019 Dec 24.,Yi J,Inhal Toxicol,2019,2019/12/26,PMC6995422,NIHMS1547717,10.1080/08958378.2019.1705441
99,30514831,Smartphone app for non-invasive detection of anemia using only patient-sourced photos,"Mannino RG, Myers DR, Tyburski EA, Caruso C, Boudreaux J, Leong T, Clifford GD, Lam WA.",Nat Commun. 2018 Dec 4;9(1):4924. doi: 10.1038/s41467-018-07262-2.,Mannino RG,Nat Commun,2018,2018/12/06,PMC6279826,,10.1038/s41467-018-07262-2
100,30215227,Evaluation of the SD Bioline Strep A Ultra Test in Relation With Number of Colony Forming Units and Color Intensity,"Ma SH, Choi WH, Park H, Kim S.",Ann Lab Med. 2019 Jan;39(1):31-35. doi: 10.3343/alm.2019.39.1.31.,Ma SH,Ann Lab Med,2019,2018/09/15,PMC6143457,,10.3343/alm.2019.39.1.31
101,25039829,Is screening for congenital colour vision deficiency in school students worthwhile? A review,"Ramachandran N, Wilson GA, Wilson N.",Clin Exp Optom. 2014 Nov;97(6):499-506. doi: 10.1111/cxo.12187. Epub 2014 Jul 9.,Ramachandran N,Clin Exp Optom,2014,2014/07/22,,,10.1111/cxo.12187
102,26247145,Color-coded prefilled medication syringes decrease time to delivery and dosing errors in simulated prehospital pediatric resuscitations: A randomized crossover trial,"Stevens AD, Hernandez C, Jones S, Moreira ME, Blumen JR, Hopkins E, Sande M, Bakes K, Haukoos JS.",Resuscitation. 2015 Nov;96:85-91. doi: 10.1016/j.resuscitation.2015.07.035. Epub 2015 Aug 3.,Stevens AD,Resuscitation,2015,2015/08/07,PMC4903013,NIHMS784477,10.1016/j.resuscitation.2015.07.035
103,27292973,Ultrasound Diagnosis and Staging in Pediatric Hidradenitis Suppurativa,"Wortsman X, Rodriguez C, Lobos C, Eguiguren G, Molina MT.",Pediatr Dermatol. 2016 Jul;33(4):e260-4. doi: 10.1111/pde.12895. Epub 2016 Jun 13.,Wortsman X,Pediatr Dermatol,2016,2016/06/14,,,10.1111/pde.12895
104,37917097,Making choices in digital play spaces: Children's experiences,"Loudoun FM, Boyle B, Larsson-Lund M.",Scand J Occup Ther. 2023 Nov;30(8):1460-1471. doi: 10.1080/11038128.2023.2271050. Epub 2023 Nov 11.,Loudoun FM,Scand J Occup Ther,2023,2023/11/02,,,10.1080/11038128.2023.2271050
105,10195506,The facilitated pediatric resuscitation room,"Lanoix R, Golden J.",J Emerg Med. 1999 Mar-Apr;17(2):363-6. doi: 10.1016/s0736-4679(98)00182-6.,Lanoix R,J Emerg Med,1999,1999/04/09,,,10.1016/s0736-4679(98)00182-6
106,15844394,Hematuria in adolescents,"Gordon C, Stapleton FB.",Adolesc Med Clin. 2005 Feb;16(1):229-39. doi: 10.1016/j.admecli.2004.09.005.,Gordon C,Adolesc Med Clin,2005,2005/04/23,,,10.1016/j.admecli.2004.09.005
107,33423101,Optimal Rex shunt procedures as a treatment for pediatric extrahepatic portal hypertension,"Zhang YQ, Wang Q, Wu M, Ruan Z-, Li Y, Wei X-, Zhang FX, Li Y, Shao GR, Xiao J.",Pediatr Surg Int. 2021 May;37(5):597-606. doi: 10.1007/s00383-020-04847-1. Epub 2021 Jan 10.,Zhang YQ,Pediatr Surg Int,2021,2021/01/10,,,10.1007/s00383-020-04847-1
108,26507916,A smartphone version of the Faces Pain Scale-Revised and the Color Analog Scale for postoperative pain assessment in children,"Sun T, West N, Ansermino JM, Montgomery CJ, Myers D, Dunsmuir D, Lauder GR, von Baeyer CL.",Paediatr Anaesth. 2015 Dec;25(12):1264-73. doi: 10.1111/pan.12790.,Sun T,Paediatr Anaesth,2015,2015/10/29,,,10.1111/pan.12790
109,16211193,Does crying turn tympanic membranes red?,"Yamamoto LG, Sumida RN, Yano SS, Derauf DC, Martin PE, Eakin PJ.",Clin Pediatr (Phila). 2005 Oct;44(8):693-7. doi: 10.1177/000992280504400807.,Yamamoto LG,Clin Pediatr (Phila),2005,2005/10/08,,,10.1177/000992280504400807
110,35134739,Perceived parent needs in engaging with therapeutic supports for children with disabilities in school settings: An exploratory study,"Murphy AN, Risser HJ.",Res Dev Disabil. 2022 Apr;123:104183. doi: 10.1016/j.ridd.2022.104183. Epub 2022 Feb 5.,Murphy AN,Res Dev Disabil,2022,2022/02/08,,,10.1016/j.ridd.2022.104183
111,34418149,Photographic representation of skin tones in three dermatology journals,"Hereford B, Kim Y, Zaenglein AL, Hollins LC.",Pediatr Dermatol. 2021 Nov;38 Suppl 2:146-148. doi: 10.1111/pde.14766. Epub 2021 Aug 21.,Hereford B,Pediatr Dermatol,2021,2021/08/21,,,10.1111/pde.14766
112,35381882,"Innovative, Sugar-Free Oral Hydrogel as a Co-administrative Vehicle for Pediatrics: a Strategy to Enhance Patient Compliance","Pereira M, Silva FC, Simões S, Ribeiro HM, Almeida AJ, Marto J.",AAPS PharmSciTech. 2022 Apr 5;23(4):107. doi: 10.1208/s12249-022-02265-1.,Pereira M,AAPS PharmSciTech,2022,2022/04/06,,,10.1208/s12249-022-02265-1
113,11534969,Sex differences in children's free drawings: a study on girls with congenital adrenal hyperplasia,"Iijima M, Arisaka O, Minamoto F, Arai Y.",Horm Behav. 2001 Sep;40(2):99-104. doi: 10.1006/hbeh.2001.1670.,Iijima M,Horm Behav,2001,2001/09/06,,,10.1006/hbeh.2001.1670
114,38991880,The applicability of the urine color scale in pediatric urology,"Silva EA, Portugal MM, Nunes NC, Pereira VSC, Martinelli Braga AAN, Abreu GE, Veiga ML, de Andrade Calasans MT, Barroso U Jr.",J Pediatr Urol. 2024 Aug;20(4):695.e1-695.e6. doi: 10.1016/j.jpurol.2024.06.033. Epub 2024 Jun 27.,Silva EA,J Pediatr Urol,2024,2024/07/11,,,10.1016/j.jpurol.2024.06.033
115,7635088,Pediatric ophthalmology,"Datner EM, Jolly BT.",Emerg Med Clin North Am. 1995 Aug;13(3):669-79.,Datner EM,Emerg Med Clin North Am,1995,1995/08/01,,,
116,31594289,Can an otorhinolaryngological visit induce the suspect of allergic rhinitis in children?,"Ameli F, Tosca MA, Licari A, Gallo F, Ciprandi G.",Eur Ann Allergy Clin Immunol. 2019 Nov;51(6):273-282. doi: 10.23822/EurAnnACI.1764-1489.105. Epub 2019 Oct 8.,Ameli F,Eur Ann Allergy Clin Immunol,2019,2019/10/10,,,10.23822/EurAnnACI.1764-1489.105
117,33661701,Hope-Colored Glasses: Perceptions of Prognosis Among Pediatric Oncology Patients and Their Parents,"Levine DR, Cuviello A, Nelson C, Lu Z, Mandrell BN, Baker JN.",JCO Oncol Pract. 2021 Jun;17(6):e730-e739. doi: 10.1200/OP.20.00762. Epub 2021 Mar 4.,Levine DR,JCO Oncol Pract,2021,2021/03/04,,,10.1200/OP.20.00762
118,25736104,[Cognitive remediation therapy for children: literature data and clinical application in a child and adolescent psychiatry department],"Doyen C, Contejean Y, Risler V, Asch M, Amado I, Launay C, Redon Pde B, Burnouf I, Kaye K.",Arch Pediatr. 2015 Apr;22(4):418-26. doi: 10.1016/j.arcped.2015.01.012. Epub 2015 Feb 28.,Doyen C,Arch Pediatr,2015,2015/03/05,,,10.1016/j.arcped.2015.01.012
119,39330958,Parental Perceptions and Knowledge towards Asthma Action Plans,"Mackle R, Chan M, Lay M, Purcell M, Campbell N, Jaffe A, Owens L, Gray M, Homaira N.",J Asthma. 2024 Sep 27:1-15. doi: 10.1080/02770903.2024.2408758. Online ahead of print.,Mackle R,J Asthma,2024,2024/09/27,,,10.1080/02770903.2024.2408758
120,25519308,Sevoflurane Used for Color Doppler Ultrasound Examination in Children,"Fan C, Zhang F, Huang X, Wen C, Shan C.",Cell Biochem Biophys. 2015 May;72(1):111-4. doi: 10.1007/s12013-014-0415-5.,Fan C,Cell Biochem Biophys,2015,2014/12/19,,,10.1007/s12013-014-0415-5
121,21318645,Paediatric interventional uroradiology,"Barnacle AM, Wilkinson AG, Roebuck DJ.",Cardiovasc Intervent Radiol. 2011 Apr;34(2):227-40. doi: 10.1007/s00270-010-0090-x. Epub 2011 Feb 12.,Barnacle AM,Cardiovasc Intervent Radiol,2011,2011/02/15,,,10.1007/s00270-010-0090-x
122,37287218,Public views are needed for skin colour scales,"Lax SJ, Roberts A, Cliffe E, Ramesh G, Ayodele D, Williams HC, Belmo S, Leighton P.",Br J Dermatol. 2023 Oct 25;189(5):623-624. doi: 10.1093/bjd/ljad189.,Lax SJ,Br J Dermatol,2023,2023/06/08,,,10.1093/bjd/ljad189
123,26514929,Ex vivo ovine model for pediatric flexible endoscopy training,"Isaacson G, Ianacone DC, Wolfson MR.",Int J Pediatr Otorhinolaryngol. 2015 Dec;79(12):2196-9. doi: 10.1016/j.ijporl.2015.10.002. Epub 2015 Oct 23.,Isaacson G,Int J Pediatr Otorhinolaryngol,2015,2015/10/31,,,10.1016/j.ijporl.2015.10.002
124,39146229,Engagement and Satisfaction With Care Navigation Support Following Telehealth Autism Evaluation,"Klein B, Ramaker M, Fitterling C, James C, Rouse M, Fauntleroy-Love KD, McNally Keehn R, Enneking B.",J Dev Behav Pediatr. 2024 Jul-Aug 01;45(4):e309-e316. doi: 10.1097/DBP.0000000000001277. Epub 2024 Jun 13.,Klein B,J Dev Behav Pediatr,2024,2024/08/15,,,10.1097/DBP.0000000000001277
125,28652355,Neural mechanism for hypothalamic-mediated autonomic responses to light during migraine,"Noseda R, Lee AJ, Nir RR, Bernstein CA, Kainz VM, Bertisch SM, Buettner C, Borsook D, Burstein R.",Proc Natl Acad Sci U S A. 2017 Jul 11;114(28):E5683-E5692. doi: 10.1073/pnas.1708361114. Epub 2017 Jun 26.,Noseda R,Proc Natl Acad Sci U S A,2017,2017/06/28,PMC5514773,,10.1073/pnas.1708361114
126,32816790,Retinal ultra-wide-field colour imaging versus dilated fundus examination to screen for sickle cell retinopathy,"Alabduljalil T, Cheung CS, VandenHoven C, Mackeen LD, Kirby-Allen M, Kertes PJ, Lam WC.",Br J Ophthalmol. 2021 Aug;105(8):1121-1126. doi: 10.1136/bjophthalmol-2020-316779. Epub 2020 Aug 19.,Alabduljalil T,Br J Ophthalmol,2021,2020/08/21,,,10.1136/bjophthalmol-2020-316779
127,32710507,Vaccine Hesitancy and Attributions for Autism among Racially and Ethnically Diverse Groups of Parents of Children with Autism Spectrum Disorder: A Pilot Study,"Chang J, Kochel R.",Autism Res. 2020 Oct;13(10):1790-1796. doi: 10.1002/aur.2339. Epub 2020 Jul 24.,Chang J,Autism Res,2020,2020/07/26,,,10.1002/aur.2339
128,33031873,Roll up the tape? Laser and optical technologies improve paediatric weight estimation,"Czarnecki RW, Harik LG, Malthaner LQ, Shi J, Leonard JC.",Resuscitation. 2020 Dec;157:41-48. doi: 10.1016/j.resuscitation.2020.09.027. Epub 2020 Oct 6.,Czarnecki RW,Resuscitation,2020,2020/10/08,,,10.1016/j.resuscitation.2020.09.027
129,23879616,Clinical analysis and classification of dark eye circle,"Huang YL, Chang SL, Ma L, Lee MC, Hu S.",Int J Dermatol. 2014 Feb;53(2):164-70. doi: 10.1111/j.1365-4632.2012.05701.x. Epub 2013 Jul 24.,Huang YL,Int J Dermatol,2014,2013/07/25,,,10.1111/j.1365-4632.2012.05701.x
130,15491475,"School vision screening, ages 5-16 years: the evidence-base for content, provision and efficacy","Logan NS, Gilmartin B.",Ophthalmic Physiol Opt. 2004 Nov;24(6):481-92. doi: 10.1111/j.1475-1313.2004.00247.x.,Logan NS,Ophthalmic Physiol Opt,2004,2004/10/20,,,10.1111/j.1475-1313.2004.00247.x
131,25647374,Cardiology in the young : where we have been. Where we are. Where we are going,Jacobs JP.,Cardiol Young. 2014 Dec;24(6):981-1007. doi: 10.1017/S1047951114002297.,Jacobs JP,Cardiol Young,2014,2015/02/04,,,10.1017/S1047951114002297
132,34355415,Prevention of racialized medicine in pediatric dermatology: A call to re-examine skin tone typing,"Khosla NN, Grullon K, Rosenblatt AE.",Pediatr Dermatol. 2021 Nov;38 Suppl 2:167-169. doi: 10.1111/pde.14739. Epub 2021 Aug 6.,Khosla NN,Pediatr Dermatol,2021,2021/08/06,,,10.1111/pde.14739
133,34315746,I am blue: a toddler's Raynaud's phenomenon,"Jeong YS, Menoch M.",BMJ Case Rep. 2021 Jul 27;14(7):e243848. doi: 10.1136/bcr-2021-243848.,Jeong YS,BMJ Case Rep,2021,2021/07/28,PMC8317084,,10.1136/bcr-2021-243848
134,18263755,Headache in children's drawings,"Wojaczyńska-Stanek K, Koprowski R, Wróbel Z, Gola M.",J Child Neurol. 2008 Feb;23(2):184-91. doi: 10.1177/0883073807307985.,Wojaczyńska-Stanek K,J Child Neurol,2008,2008/02/12,,,10.1177/0883073807307985
135,10413700,Endoscopy of the lacrimal system,"Müllner K, Bodner E, Mannor GE.",Br J Ophthalmol. 1999 Aug;83(8):949-52. doi: 10.1136/bjo.83.8.949.,Müllner K,Br J Ophthalmol,1999,1999/07/22,PMC1723140,,10.1136/bjo.83.8.949
136,37347576,User Experience Co-Design of a Mobile Application to Support Childrearing in Low- and Middle-Income Countries,"Poulsen A, Hickie IB, Alam M, LaMonica HM.",Stud Health Technol Inform. 2023 Jun 22;304:86-90. doi: 10.3233/SHTI230377.,Poulsen A,Stud Health Technol Inform,2023,2023/06/22,,,10.3233/SHTI230377
137,29790147,Sensitivity and specificity of ex vivo dermatoscopy: a case series,"Dobrosavljevic D, Brasanac D, Glumac S, Radojevic S, Matija L, Stanisavljevic D.",Int J Dermatol. 2018 Aug;57(8):915-921. doi: 10.1111/ijd.14042. Epub 2018 May 23.,Dobrosavljevic D,Int J Dermatol,2018,2018/05/24,,,10.1111/ijd.14042
138,35915998,Missed Vision Screenings for School-Age Children During The COVID-19 Pandemic: A Survey Based Study of NASN Representatives,"Antonio-Aguirre B, Emge G, Collins M.",J Sch Nurs. 2023 Apr;39(2):156-161. doi: 10.1177/10598405221117511. Epub 2022 Aug 2.,Antonio-Aguirre B,J Sch Nurs,2023,2022/08/02,PMC9346437,,10.1177/10598405221117511
139,36657824,Addressing mental health needs of NCAA student-athletes of colour: foundational concepts from the NCAA Summit on Diverse Student-Athlete Mental Health and Well-Being,"Kroshus E, Coakley S, Conway D, Chew K, Blair N, Mohler JM, Wagner J, Hainline B.",Br J Sports Med. 2023 Feb;57(3):137-145. doi: 10.1136/bjsports-2022-105891. Epub 2022 Sep 7.,Kroshus E,Br J Sports Med,2023,2023/01/19,,,10.1136/bjsports-2022-105891
